,구,동,주야간,노면상태,기상상태,동_risk,주야간_risk,노면상태_risk,기상상태_risk,total_risk,corr_risk,동_eclo,주야간_eclo,노면상태_eclo,기상상태_eclo,eclo_risk_sum,eclo_risk_mul
2322,팔달구,구천동,주간,기타,비,7.0,2.0,2.0,4.0,15.0,22.53897607376333,4.4,4.476795931341386,4.666666666666667,4.798319327731092,33.34178192573914,68.28020250694048
2323,팔달구,구천동,주간,적설,맑음,7.0,2.0,1.0,5.0,15.0,22.53897607376333,4.4,4.476795931341386,4.25,4.460807600950119,32.5876035322915,66.30762986743338
2324,영통구,하동,야간,적설,눈,11.0,1.0,1.0,2.0,15.0,26.205778022524697,5.285714285714286,4.488599348534202,4.25,3.5714285714285716,32.595742205677055,74.02431363424847
2325,영통구,하동,야간,기타,기타,11.0,1.0,2.0,1.0,15.0,26.205778022524697,5.285714285714286,4.488599348534202,4.666666666666667,4.833333333333333,34.274313634248486,76.798123158058
2326,장안구,하광교동,주간,서리/결빙,흐림,7.0,2.0,3.0,3.0,15.0,22.538976073763333,8.2,4.476795931341386,4.875,4.421875,36.97367093134139,94.24421686268276
2327,팔달구,교동,주간,젖음/습기,비,5.0,2.0,4.0,4.0,15.0,20.734414561461584,4.5,4.476795931341386,4.841059602649007,4.798319327731092,33.61617486172148,70.01110758420317
2328,영통구,하동,주간,적설,기타,11.0,2.0,1.0,1.0,15.0,26.148099098366814,5.285714285714286,4.476795931341386,4.25,4.833333333333333,33.845843550389006,76.17978233887324
2329,팔달구,남수동,주간,서리/결빙,기타,9.0,2.0,3.0,1.0,15.0,24.343537586065075,4.5,4.476795931341386,4.875,4.833333333333333,33.68512926467472,68.9119251960161
2330,팔달구,교동,주간,서리/결빙,맑음,5.0,2.0,3.0,5.0,15.0,20.734414561461584,4.5,4.476795931341386,4.875,4.460807600950119,33.312603532291504,68.38262986743337
2331,팔달구,교동,주간,건조,흐림,5.0,2.0,5.0,3.0,15.0,20.734414561461588,4.5,4.476795931341386,4.444769140853302,4.421875,32.84344007219469,66.94306256694928
2332,팔달구,남수동,주간,기타,눈,9.0,2.0,2.0,2.0,15.0,24.34353758606507,4.5,4.476795931341386,4.666666666666667,3.5714285714285716,32.214891169436626,65.92978233887325
2333,팔달구,구천동,주간,서리/결빙,흐림,7.0,2.0,3.0,3.0,15.0,22.538976073763333,4.4,4.476795931341386,4.875,4.421875,33.173670931341384,67.64421686268278
2334,팔달구,구천동,야간,기타,맑음,7.0,1.0,2.0,5.0,15.0,22.59665499792121,4.4,4.488599348534202,4.666666666666667,4.460807600950119,33.01607361615099,66.92597068661814
2335,장안구,하광교동,야간,건조,눈,7.0,1.0,5.0,2.0,15.0,22.59665499792122,8.2,4.488599348534202,4.444769140853302,3.5714285714285716,35.70479706081607,91.25530219565785
2336,팔달구,매향동,야간,젖음/습기,맑음,5.0,1.0,4.0,5.0,15.0,20.79209348561947,4.75,4.488599348534202,4.841059602649007,4.460807600950119,33.540466552133324,69.90687576388082
2337,장안구,하광교동,야간,서리/결빙,비,7.0,1.0,3.0,4.0,15.0,22.596654997921213,8.2,4.488599348534202,4.875,4.798319327731092,37.36191867626529,95.70687665945857
2338,장안구,하광교동,주간,적설,맑음,7.0,2.0,1.0,5.0,15.0,22.53897607376333,8.2,4.476795931341386,4.25,4.460807600950119,36.38760353229151,92.90762986743336
2339,장안구,하광교동,주간,기타,비,7.0,2.0,2.0,4.0,15.0,22.53897607376333,8.2,4.476795931341386,4.666666666666667,4.798319327731092,37.141781925739146,94.88020250694046
2340,팔달구,매향동,주간,서리/결빙,맑음,5.0,2.0,3.0,5.0,15.0,20.734414561461584,4.75,4.476795931341386,4.875,4.460807600950119,33.562603532291504,69.63262986743337
2341,팔달구,구천동,주간,건조,기타,7.0,2.0,5.0,1.0,15.0,22.538976073763337,4.4,4.476795931341386,4.444769140853302,4.833333333333333,33.15489840552802,66.81077090028262
2342,팔달구,팔달로1가,주간,서리/결빙,기타,9.0,2.0,3.0,1.0,15.0,24.343537586065075,3.6666666666666665,4.476795931341386,4.875,4.833333333333333,32.851795931341385,61.41192519601611
2343,팔달구,팔달로1가,주간,적설,흐림,9.0,2.0,1.0,3.0,15.0,24.343537586065068,3.6666666666666665,4.476795931341386,4.25,4.421875,31.815337598008053,59.46921686268277
2344,영통구,신동,주간,적설,기타,11.0,2.0,1.0,1.0,15.0,26.148099098366814,4.428571428571429,4.476795931341386,4.25,4.833333333333333,32.98870069324615,66.75121091030182
2345,팔달구,남수동,주간,적설,흐림,9.0,2.0,1.0,3.0,15.0,24.343537586065068,4.5,4.476795931341386,4.25,4.421875,32.648670931341385,66.96921686268277
2346,팔달구,매향동,야간,건조,비,5.0,1.0,5.0,4.0,15.0,20.792093485619475,4.75,4.488599348534202,4.444769140853302,4.798319327731092,33.4816878171186,69.65572236372509
2347,팔달구,남수동,야간,적설,비,9.0,1.0,1.0,4.0,15.0,24.40121651022295,4.5,4.488599348534202,4.25,4.798319327731092,33.036918676265294,68.43187665945857
2348,팔달구,매향동,주간,건조,흐림,5.0,2.0,5.0,3.0,15.0,20.734414561461588,4.75,4.476795931341386,4.444769140853302,4.421875,33.09344007219469,68.19306256694928
2349,팔달구,팔달로1가,주간,기타,눈,9.0,2.0,2.0,2.0,15.0,24.34353758606507,3.6666666666666665,4.476795931341386,4.666666666666667,3.5714285714285716,31.381557836103294,58.42978233887325
2350,팔달구,매향동,야간,서리/결빙,맑음,5.0,1.0,3.0,5.0,14.0,19.70286891035127,4.75,4.488599348534202,4.875,4.460807600950119,32.57440694948432,65.16763735328479
2351,팔달구,구천동,주간,서리/결빙,눈,7.0,2.0,3.0,2.0,14.0,21.449751498495136,4.4,4.476795931341386,4.875,3.5714285714285716,31.323224502769957,61.52144900553992
2352,권선구,대황교동,주간,건조,비,3.0,2.0,5.0,4.0,14.0,17.84062847389165,5.333333333333333,4.476795931341386,4.444769140853302,4.798319327731092,33.05321773325911,66.37071487787365
2353,팔달구,남수동,주간,적설,눈,9.0,2.0,1.0,2.0,14.0,23.25431301079687,4.5,4.476795931341386,4.25,3.5714285714285716,30.79822450276996,60.84644900553992
2354,영통구,하동,야간,적설,기타,11.0,1.0,1.0,1.0,14.0,25.116553447256496,5.285714285714286,4.488599348534202,4.25,4.833333333333333,32.85764696758182,71.71478982472466
2355,팔달구,교동,야간,젖음/습기,비,5.0,1.0,4.0,4.0,14.0,19.70286891035127,4.5,4.488599348534202,4.841059602649007,4.798319327731092,32.6279782789143,65.5461150700546
2356,권선구,대황교동,주간,젖음/습기,맑음,3.0,2.0,4.0,5.0,14.0,17.840628473891645,5.333333333333333,4.476795931341386,4.841059602649007,4.460807600950119,33.111996468273844,66.6218682780294
2357,팔달구,팔달로1가,야간,서리/결빙,기타,9.0,1.0,3.0,1.0,14.0,23.311991934954754,3.6666666666666665,4.488599348534202,4.875,4.833333333333333,31.8635993485342,56.94693268186754
2358,팔달구,신풍동,야간,건조,맑음,3.0,1.0,5.0,5.0,14.0,17.898307398049532,3.0,4.488599348534202,4.444769140853302,4.460807600950119,30.394176090337623,58.01648305755131
2359,팔달구,구천동,주간,기타,흐림,7.0,2.0,2.0,3.0,14.0,21.44975149849513,4.4,4.476795931341386,4.666666666666667,4.421875,31.965337598008052,62.35255019601611
2360,장안구,하광교동,주간,적설,비,7.0,2.0,1.0,4.0,14.0,21.449751498495125,8.2,4.476795931341386,4.25,4.798319327731092,35.725115259072474,89.79686917360713
2361,팔달구,매향동,주간,건조,눈,5.0,2.0,5.0,2.0,14.0,19.64518998619339,4.75,4.476795931341386,4.444769140853302,3.5714285714285716,31.24299364362326,62.070294709806426
2362,영통구,신동,야간,적설,기타,11.0,1.0,1.0,1.0,14.0,25.116553447256496,4.428571428571429,4.488599348534202,4.25,4.833333333333333,32.00050411043897,62.28621839615325
2363,팔달구,구천동,주간,적설,비,7.0,2.0,1.0,4.0,14.0,21.449751498495125,4.4,4.476795931341386,4.25,4.798319327731092,31.925115259072477,63.19686917360714
2364,팔달구,팔달로1가,주간,기타,기타,9.0,2.0,2.0,1.0,14.0,23.25431301079687,3.6666666666666665,4.476795931341386,4.666666666666667,4.833333333333333,31.643462598008053,56.12025852934944
2365,팔달구,교동,주간,기타,맑음,5.0,2.0,2.0,5.0,14.0,19.645189986193383,4.5,4.476795931341386,4.666666666666667,4.460807600950119,32.104270198958176,63.0909632007667
2366,팔달구,교동,주간,젖음/습기,흐림,5.0,2.0,4.0,3.0,14.0,19.645189986193387,4.5,4.476795931341386,4.841059602649007,4.421875,32.2397305339904,64.0834552732788
2367,장안구,하광교동,주간,서리/결빙,눈,7.0,2.0,3.0,2.0,14.0,21.449751498495136,8.2,4.476795931341386,4.875,3.5714285714285716,35.12322450276996,88.1214490055399
2368,팔달구,교동,주간,서리/결빙,비,5.0,2.0,3.0,4.0,14.0,19.645189986193387,4.5,4.476795931341386,4.875,4.798319327731092,32.65011525907248,65.27186917360714
2369,팔달구,팔달로1가,주간,적설,눈,9.0,2.0,1.0,2.0,14.0,23.25431301079687,3.6666666666666665,4.476795931341386,4.25,3.5714285714285716,29.964891169436626,53.34644900553992
2370,팔달구,매향동,주간,젖음/습기,흐림,5.0,2.0,4.0,3.0,14.0,19.645189986193387,4.75,4.476795931341386,4.841059602649007,4.421875,32.4897305339904,65.3334552732788
2371,팔달구,매향동,야간,젖음/습기,비,5.0,1.0,4.0,4.0,14.0,19.70286891035127,4.75,4.488599348534202,4.841059602649007,4.798319327731092,32.8779782789143,66.7961150700546
2372,팔달구,교동,주간,건조,눈,5.0,2.0,5.0,2.0,14.0,19.64518998619339,4.5,4.476795931341386,4.444769140853302,3.5714285714285716,30.99299364362326,60.820294709806426
2373,팔달구,남수동,주간,기타,기타,9.0,2.0,2.0,1.0,14.0,23.25431301079687,4.5,4.476795931341386,4.666666666666667,4.833333333333333,32.476795931341385,63.62025852934944
2374,팔달구,매향동,야간,건조,흐림,5.0,1.0,5.0,3.0,14.0,19.702868910351278,4.75,4.488599348534202,4.444769140853302,4.421875,32.105243489387504,63.72807005280072
2375,팔달구,매향동,주간,기타,맑음,5.0,2.0,2.0,5.0,14.0,19.645189986193383,4.75,4.476795931341386,4.666666666666667,4.460807600950119,32.354270198958176,64.34096320076671
2376,팔달구,팔달로1가,야간,적설,흐림,9.0,1.0,1.0,3.0,14.0,23.31199193495475,3.6666666666666665,4.488599348534202,4.25,4.421875,30.82714101520087,55.0042243485342
2377,팔달구,교동,야간,건조,흐림,5.0,1.0,5.0,3.0,14.0,19.702868910351278,4.5,4.488599348534202,4.444769140853302,4.421875,31.855243489387504,62.47807005280072
2378,팔달구,구천동,야간,기타,비,7.0,1.0,2.0,4.0,14.0,21.50743042265301,4.4,4.488599348534202,4.666666666666667,4.798319327731092,32.35358534293196,63.81520999279191
2379,팔달구,교동,야간,서리/결빙,맑음,5.0,1.0,3.0,5.0,14.0,19.70286891035127,4.5,4.488599348534202,4.875,4.460807600950119,32.32440694948432,63.917637353284796
2380,팔달구,구천동,주간,젖음/습기,기타,7.0,2.0,4.0,1.0,14.0,21.449751498495136,4.4,4.476795931341386,4.841059602649007,4.833333333333333,32.551188867323724,63.951163606612134
2381,장안구,하광교동,야간,적설,맑음,7.0,1.0,1.0,5.0,14.0,21.50743042265301,8.2,4.488599348534202,4.25,4.460807600950119,35.399406949484316,88.4426373532848
2382,장안구,하광교동,야간,건조,기타,7.0,1.0,5.0,1.0,14.0,21.50743042265302,8.2,4.488599348534202,4.444769140853302,4.833333333333333,35.966701822720836,88.94577838613404
2383,장안구,하광교동,주간,기타,흐림,7.0,2.0,2.0,3.0,14.0,21.44975149849513,8.2,4.476795931341386,4.666666666666667,4.421875,35.76533759800805,88.95255019601609
2384,장안구,하광교동,야간,젖음/습기,눈,7.0,1.0,4.0,2.0,14.0,21.50743042265302,8.2,4.488599348534202,4.841059602649007,3.5714285714285716,35.10108752261178,88.39569490198735
2385,장안구,하광교동,야간,기타,비,7.0,1.0,2.0,4.0,14.0,21.50743042265301,8.2,4.488599348534202,4.666666666666667,4.798319327731092,36.15358534293196,90.4152099927919
2386,팔달구,구천동,야간,적설,맑음,7.0,1.0,1.0,5.0,14.0,21.50743042265301,4.4,4.488599348534202,4.25,4.460807600950119,31.59940694948432,61.8426373532848
2387,장안구,하광교동,야간,서리/결빙,흐림,7.0,1.0,3.0,3.0,14.0,21.50743042265301,8.2,4.488599348534202,4.875,4.421875,35.9854743485342,89.7792243485342
2388,권선구,대황교동,야간,건조,맑음,3.0,1.0,5.0,5.0,14.0,17.898307398049532,5.333333333333333,4.488599348534202,4.444769140853302,4.460807600950119,32.72750942367095,65.01648305755131
2389,팔달구,매향동,주간,서리/결빙,비,5.0,2.0,3.0,4.0,14.0,19.645189986193387,4.75,4.476795931341386,4.875,4.798319327731092,32.90011525907248,66.52186917360714
2390,팔달구,남수동,야간,기타,눈,9.0,1.0,2.0,2.0,14.0,23.311991934954754,4.5,4.488599348534202,4.666666666666667,3.5714285714285716,31.226694586629442,61.46478982472468
2391,팔달구,구천동,야간,젖음/습기,눈,7.0,1.0,4.0,2.0,14.0,21.50743042265302,4.4,4.488599348534202,4.841059602649007,3.5714285714285716,31.30108752261178,61.79569490198738
2392,팔달구,남수동,야간,적설,흐림,9.0,1.0,1.0,3.0,14.0,23.31199193495475,4.5,4.488599348534202,4.25,4.421875,31.6604743485342,62.5042243485342
2393,팔달구,구천동,야간,서리/결빙,흐림,7.0,1.0,3.0,3.0,14.0,21.50743042265301,4.4,4.488599348534202,4.875,4.421875,32.1854743485342,63.179224348534206
2394,권선구,평리동,주간,건조,맑음,2.0,2.0,5.0,5.0,14.0,16.938347717740776,3.0,4.476795931341386,4.444769140853302,4.460807600950119,30.382372673144808,59.48147557169988
2395,팔달구,신풍동,주간,젖음/습기,맑음,3.0,2.0,4.0,5.0,14.0,17.840628473891645,3.0,4.476795931341386,4.841059602649007,4.460807600950119,30.778663134940512,59.621868278029396
2396,팔달구,팔달로1가,야간,기타,눈,9.0,1.0,2.0,2.0,14.0,23.311991934954754,3.6666666666666665,4.488599348534202,4.666666666666667,3.5714285714285716,30.39336125329611,53.96478982472468
2397,장안구,하광교동,주간,젖음/습기,기타,7.0,2.0,4.0,1.0,14.0,21.449751498495136,8.2,4.476795931341386,4.841059602649007,4.833333333333333,36.35118886732373,90.55116360661212
2398,팔달구,구천동,야간,건조,기타,7.0,1.0,5.0,1.0,14.0,21.50743042265302,4.4,4.488599348534202,4.444769140853302,4.833333333333333,32.16670182272084,62.34577838613405
2399,팔달구,남수동,야간,서리/결빙,기타,9.0,1.0,3.0,1.0,14.0,23.311991934954754,4.5,4.488599348534202,4.875,4.833333333333333,32.69693268186754,64.44693268186754
2400,팔달구,신풍동,주간,건조,비,3.0,2.0,5.0,4.0,14.0,17.84062847389165,3.0,4.476795931341386,4.444769140853302,4.798319327731092,30.719884399925782,59.37071487787365
2401,팔달구,구천동,야간,적설,비,7.0,1.0,1.0,4.0,13.0,20.41820584738481,4.4,4.488599348534202,4.25,4.798319327731092,30.936918676265293,58.73187665945858
2402,팔달구,구천동,야간,기타,흐림,7.0,1.0,2.0,3.0,13.0,20.41820584738481,4.4,4.488599348534202,4.666666666666667,4.421875,30.977141015200868,57.88755768186754
2403,팔달구,매향동,야간,건조,눈,5.0,1.0,5.0,2.0,13.0,18.61364433508308,4.75,4.488599348534202,4.444769140853302,3.5714285714285716,30.254797060816077,57.60530219565786
2404,팔달구,매향동,야간,젖음/습기,흐림,5.0,1.0,4.0,3.0,13.0,18.613644335083077,4.75,4.488599348534202,4.841059602649007,4.421875,31.50153395118321,60.868462759130225
2405,팔달구,남수동,야간,적설,눈,9.0,1.0,1.0,2.0,13.0,22.222767359686557,4.5,4.488599348534202,4.25,3.5714285714285716,29.810027919962774,56.38145649139135
2406,팔달구,남수동,야간,기타,기타,9.0,1.0,2.0,1.0,13.0,22.222767359686557,4.5,4.488599348534202,4.666666666666667,4.833333333333333,31.4885993485342,59.15526601520087
2407,팔달구,신풍동,야간,건조,비,3.0,1.0,5.0,4.0,13.0,16.80908282278133,3.0,4.488599348534202,4.444769140853302,4.798319327731092,29.731687817118598,54.90572236372509
2408,팔달구,신풍동,야간,젖음/습기,맑음,3.0,1.0,4.0,5.0,13.0,16.809082822781328,3.0,4.488599348534202,4.841059602649007,4.460807600950119,29.790466552133328,55.15687576388082
2409,팔달구,구천동,야간,젖음/습기,기타,7.0,1.0,4.0,1.0,13.0,20.41820584738482,4.4,4.488599348534202,4.841059602649007,4.833333333333333,31.56299228451654,59.48617109246357
2410,팔달구,매향동,야간,서리/결빙,비,5.0,1.0,3.0,4.0,13.0,18.61364433508307,4.75,4.488599348534202,4.875,4.798319327731092,31.911918676265294,62.05687665945857
2411,권선구,평리동,야간,건조,맑음,2.0,1.0,5.0,5.0,13.0,15.906802066630458,3.0,4.488599348534202,4.444769140853302,4.460807600950119,29.394176090337623,55.01648305755131
2412,팔달구,구천동,야간,서리/결빙,눈,7.0,1.0,3.0,2.0,13.0,20.41820584738481,4.4,4.488599348534202,4.875,3.5714285714285716,30.335027919962773,57.05645649139135
2413,팔달구,매향동,야간,기타,맑음,5.0,1.0,2.0,5.0,13.0,18.613644335083062,4.75,4.488599348534202,4.666666666666667,4.460807600950119,31.366073616150988,59.87597068661813
2414,팔달구,교동,야간,기타,맑음,5.0,1.0,2.0,5.0,13.0,18.613644335083062,4.5,4.488599348534202,4.666666666666667,4.460807600950119,31.116073616150988,58.62597068661813
2415,팔달구,구천동,주간,적설,흐림,7.0,2.0,1.0,3.0,13.0,20.360526923226928,4.4,4.476795931341386,4.25,4.421875,30.548670931341384,57.269216862682775
2416,권선구,평리동,주간,젖음/습기,맑음,2.0,2.0,4.0,5.0,13.0,15.849123142472576,3.0,4.476795931341386,4.841059602649007,4.460807600950119,29.778663134940512,56.621868278029396
2417,팔달구,매향동,주간,젖음/습기,눈,5.0,2.0,4.0,2.0,13.0,18.55596541092519,4.75,4.476795931341386,4.841059602649007,3.5714285714285716,30.639284105418966,59.21068741613595
2418,팔달구,매향동,주간,기타,비,5.0,2.0,2.0,4.0,13.0,18.555965410925182,4.75,4.476795931341386,4.666666666666667,4.798319327731092,31.691781925739146,61.23020250694047
2419,팔달구,매향동,주간,적설,맑음,5.0,2.0,1.0,5.0,13.0,18.555965410925182,4.75,4.476795931341386,4.25,4.460807600950119,30.937603532291504,59.257629867433366
2420,권선구,대황교동,주간,젖음/습기,비,3.0,2.0,4.0,4.0,13.0,16.751403898623444,5.333333333333333,4.476795931341386,4.841059602649007,4.798319327731092,32.44950819505482,63.511107584203174
2421,장안구,하광교동,야간,젖음/습기,기타,7.0,1.0,4.0,1.0,13.0,20.41820584738482,8.2,4.488599348534202,4.841059602649007,4.833333333333333,35.362992284516544,86.08617109246354
2422,장안구,하광교동,야간,서리/결빙,눈,7.0,1.0,3.0,2.0,13.0,20.41820584738481,8.2,4.488599348534202,4.875,3.5714285714285716,34.13502791996277,83.65645649139134
2423,팔달구,팔달로1가,주간,적설,기타,9.0,2.0,1.0,1.0,13.0,22.16508843552867,3.6666666666666665,4.476795931341386,4.25,4.833333333333333,30.226795931341385,51.03692519601611
2424,권선구,평리동,주간,건조,비,2.0,2.0,5.0,4.0,13.0,15.849123142472576,3.0,4.476795931341386,4.444769140853302,4.798319327731092,29.719884399925782,56.37071487787365
2425,팔달구,교동,주간,건조,기타,5.0,2.0,5.0,1.0,13.0,18.55596541092519,4.5,4.476795931341386,4.444769140853302,4.833333333333333,31.25489840552802,58.510770900282616
2426,팔달구,교동,주간,서리/결빙,흐림,5.0,2.0,3.0,3.0,13.0,18.555965410925182,4.5,4.476795931341386,4.875,4.421875,31.273670931341385,59.34421686268277
2427,장안구,하광교동,주간,서리/결빙,기타,7.0,2.0,3.0,1.0,13.0,20.36052692322693,8.2,4.476795931341386,4.875,4.833333333333333,35.38512926467472,85.81192519601609
2428,팔달구,교동,주간,젖음/습기,눈,5.0,2.0,4.0,2.0,13.0,18.55596541092519,4.5,4.476795931341386,4.841059602649007,3.5714285714285716,30.389284105418966,57.96068741613595
2429,팔달구,남창동,주간,건조,맑음,1.0,2.0,5.0,5.0,13.0,14.946842386321704,6.0,4.476795931341386,4.444769140853302,4.460807600950119,32.38237267314481,59.48147557169988
2430,팔달구,교동,주간,기타,비,5.0,2.0,2.0,4.0,13.0,18.555965410925182,4.5,4.476795931341386,4.666666666666667,4.798319327731092,31.441781925739146,59.98020250694047
2431,팔달구,교동,주간,적설,맑음,5.0,2.0,1.0,5.0,13.0,18.555965410925182,4.5,4.476795931341386,4.25,4.460807600950119,30.687603532291504,58.007629867433366
2432,팔달구,교동,야간,건조,눈,5.0,1.0,5.0,2.0,13.0,18.61364433508308,4.5,4.488599348534202,4.444769140853302,3.5714285714285716,30.004797060816077,56.35530219565786
2433,권선구,대황교동,주간,건조,흐림,3.0,2.0,5.0,3.0,13.0,16.75140389862345,5.333333333333333,4.476795931341386,4.444769140853302,4.421875,31.67677340552802,60.44306256694928
2434,권선구,대황교동,주간,서리/결빙,맑음,3.0,2.0,3.0,5.0,13.0,16.751403898623444,5.333333333333333,4.476795931341386,4.875,4.460807600950119,32.14593686562483,61.882629867433366
2435,팔달구,교동,야간,서리/결빙,비,5.0,1.0,3.0,4.0,13.0,18.61364433508307,4.5,4.488599348534202,4.875,4.798319327731092,31.661918676265294,60.80687665945857
2436,팔달구,교동,야간,젖음/습기,흐림,5.0,1.0,4.0,3.0,13.0,18.613644335083077,4.5,4.488599348534202,4.841059602649007,4.421875,31.25153395118321,59.618462759130225
2437,장안구,하광교동,야간,적설,비,7.0,1.0,1.0,4.0,13.0,20.41820584738481,8.2,4.488599348534202,4.25,4.798319327731092,34.73691867626529,85.33187665945857
2438,장안구,하광교동,야간,기타,흐림,7.0,1.0,2.0,3.0,13.0,20.41820584738481,8.2,4.488599348534202,4.666666666666667,4.421875,34.77714101520087,84.48755768186753
2439,장안구,하광교동,주간,기타,눈,7.0,2.0,2.0,2.0,13.0,20.36052692322693,8.2,4.476795931341386,4.666666666666667,3.5714285714285716,33.91489116943662,82.82978233887323
2440,팔달구,팔달로1가,야간,적설,눈,9.0,1.0,1.0,2.0,13.0,22.222767359686557,3.6666666666666665,4.488599348534202,4.25,3.5714285714285716,28.976694586629442,48.88145649139135
2441,팔달구,신풍동,주간,건조,흐림,3.0,2.0,5.0,3.0,13.0,16.75140389862345,3.0,4.476795931341386,4.444769140853302,4.421875,29.34344007219469,53.44306256694928
2442,팔달구,신풍동,주간,서리/결빙,맑음,3.0,2.0,3.0,5.0,13.0,16.751403898623444,3.0,4.476795931341386,4.875,4.460807600950119,29.812603532291504,54.882629867433366
2443,팔달구,신풍동,주간,젖음/습기,비,3.0,2.0,4.0,4.0,13.0,16.751403898623444,3.0,4.476795931341386,4.841059602649007,4.798319327731092,30.116174861721486,56.511107584203174
2444,권선구,대황교동,야간,건조,비,3.0,1.0,5.0,4.0,13.0,16.80908282278133,5.333333333333333,4.488599348534202,4.444769140853302,4.798319327731092,32.065021150451926,61.90572236372509
2445,팔달구,팔달로1가,야간,기타,기타,9.0,1.0,2.0,1.0,13.0,22.222767359686557,3.6666666666666665,4.488599348534202,4.666666666666667,4.833333333333333,30.65526601520087,51.65526601520087
2446,팔달구,구천동,주간,서리/결빙,기타,7.0,2.0,3.0,1.0,13.0,20.36052692322693,4.4,4.476795931341386,4.875,4.833333333333333,31.585129264674716,59.21192519601611
2447,장안구,하광교동,주간,적설,흐림,7.0,2.0,1.0,3.0,13.0,20.360526923226928,8.2,4.476795931341386,4.25,4.421875,34.34867093134139,83.86921686268276
2448,팔달구,구천동,주간,기타,눈,7.0,2.0,2.0,2.0,13.0,20.36052692322693,4.4,4.476795931341386,4.666666666666667,3.5714285714285716,30.114891169436625,56.22978233887326
2449,팔달구,매향동,주간,서리/결빙,흐림,5.0,2.0,3.0,3.0,13.0,18.555965410925182,4.75,4.476795931341386,4.875,4.421875,31.523670931341385,60.59421686268277
2450,팔달구,남수동,주간,적설,기타,9.0,2.0,1.0,1.0,13.0,22.16508843552867,4.5,4.476795931341386,4.25,4.833333333333333,31.060129264674718,58.53692519601611
2451,팔달구,매향동,주간,건조,기타,5.0,2.0,5.0,1.0,13.0,18.55596541092519,4.75,4.476795931341386,4.444769140853302,4.833333333333333,31.50489840552802,59.760770900282616
2452,권선구,대황교동,야간,젖음/습기,맑음,3.0,1.0,4.0,5.0,13.0,16.809082822781328,5.333333333333333,4.488599348534202,4.841059602649007,4.460807600950119,32.12379988546666,62.15687576388082
2453,팔달구,남수동,야간,적설,기타,9.0,1.0,1.0,1.0,12.0,21.133542784418356,4.5,4.488599348534202,4.25,4.833333333333333,30.071932681867533,54.07193268186754
2454,팔달구,남창동,주간,건조,비,1.0,2.0,5.0,4.0,12.0,13.857617811053506,6.0,4.476795931341386,4.444769140853302,4.798319327731092,31.719884399925782,56.37071487787365
2455,팔달구,남창동,주간,젖음/습기,맑음,1.0,2.0,4.0,5.0,12.0,13.857617811053505,6.0,4.476795931341386,4.841059602649007,4.460807600950119,31.778663134940512,56.621868278029396
2456,팔달구,남창동,야간,건조,맑음,1.0,1.0,5.0,5.0,12.0,13.915296735211388,6.0,4.488599348534202,4.444769140853302,4.460807600950119,31.394176090337623,55.01648305755131
2457,팔달구,교동,야간,건조,기타,5.0,1.0,5.0,1.0,12.0,17.524419759814876,4.5,4.488599348534202,4.444769140853302,4.833333333333333,30.266701822720837,54.04577838613405
2458,팔달구,구천동,주간,기타,기타,7.0,2.0,2.0,1.0,12.0,19.27130234795873,4.4,4.476795931341386,4.666666666666667,4.833333333333333,30.376795931341384,53.92025852934945
2459,팔달구,교동,야간,서리/결빙,흐림,5.0,1.0,3.0,3.0,12.0,17.524419759814872,4.5,4.488599348534202,4.875,4.421875,30.2854743485342,54.8792243485342
2460,권선구,평리동,야간,젖음/습기,맑음,2.0,1.0,4.0,5.0,12.0,14.817577491362258,3.0,4.488599348534202,4.841059602649007,4.460807600950119,28.790466552133328,52.15687576388082
2461,팔달구,구천동,주간,적설,눈,7.0,2.0,1.0,2.0,12.0,19.27130234795873,4.4,4.476795931341386,4.25,3.5714285714285716,28.698224502769957,51.14644900553992
2462,팔달구,신풍동,야간,서리/결빙,맑음,3.0,1.0,3.0,5.0,12.0,15.719858247513129,3.0,4.488599348534202,4.875,4.460807600950119,28.82440694948432,50.417637353284796
2463,권선구,평리동,야간,건조,비,2.0,1.0,5.0,4.0,12.0,14.81757749136226,3.0,4.488599348534202,4.444769140853302,4.798319327731092,28.731687817118598,51.90572236372509
2464,팔달구,매향동,야간,건조,기타,5.0,1.0,5.0,1.0,12.0,17.524419759814876,4.75,4.488599348534202,4.444769140853302,4.833333333333333,30.516701822720837,55.29577838613405
2465,팔달구,팔달로1가,야간,적설,기타,9.0,1.0,1.0,1.0,12.0,21.133542784418356,3.6666666666666665,4.488599348534202,4.25,4.833333333333333,29.2385993485342,46.57193268186754
2466,권선구,평리동,주간,젖음/습기,비,2.0,2.0,4.0,4.0,12.0,14.759898567204376,3.0,4.476795931341386,4.841059602649007,4.798319327731092,29.116174861721486,53.511107584203174
2467,팔달구,매향동,야간,서리/결빙,흐림,5.0,1.0,3.0,3.0,12.0,17.524419759814872,4.75,4.488599348534202,4.875,4.421875,30.5354743485342,56.1292243485342
2468,장안구,하광교동,주간,기타,기타,7.0,2.0,2.0,1.0,12.0,19.27130234795873,8.2,4.476795931341386,4.666666666666667,4.833333333333333,34.17679593134139,80.52025852934942
2469,팔달구,매향동,야간,젖음/습기,눈,5.0,1.0,4.0,2.0,12.0,17.524419759814876,4.75,4.488599348534202,4.841059602649007,3.5714285714285716,29.651087522611782,54.74569490198737
